model_name,task_name,file_path,date,evaluation_time,"acc,none","acc_stderr,none","acc_norm,none","acc_norm_stderr,none",n_samples_original,n_samples_effective,n_shot
google/gemma-3-1b-it,hypernymy_mono,Hypernymy\Low\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.808,0.024960691989171998,0.812,0.0247603777277505,250,250,5
google/gemma-3-1b-it,meronymy_high,Hypernymy\Low\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.5008333333333334,0.010208320041221635,0.4870833333333333,0.01020492732833829,2400,2400,5
google/gemma-3-1b-it,meronymy_low,Hypernymy\Low\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.3800403225806452,0.015419125156073339,0.3639112903225806,0.015283393013872468,992,992,5
google/gemma-3-1b-it,meronymy_medium,Hypernymy\Low\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.37133333333333335,0.01247933285175456,0.4013333333333333,0.012660309957688232,1500,1500,5
google/gemma-3-1b-it,meronymy_mono,Hypernymy\Low\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.756,0.027217995464553175,0.704,0.02892893938837963,250,250,5
google/mt5-large,hypernymy_high,Hypernymy\Low\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.4166666666666667,0.0100655532824917,0.3129166666666667,0.00946681588039243,2400,2400,5
google/mt5-large,hypernymy_low,Hypernymy\Low\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.333,0.01491084616422986,0.237,0.013454070462577966,1000,1000,5
google/mt5-large,hypernymy_medium,Hypernymy\Low\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.37733333333333335,0.012519574770236533,0.31866666666666665,0.01203503397765781,1500,1500,5
google/mt5-large,hypernymy_mono,Hypernymy\Low\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.48,0.031660853408495185,0.396,0.030993197854577853,250,250,5
google/mt5-large,meronymy_high,Hypernymy\Low\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.34375,0.00969707797099156,0.22875,0.008575570386944793,2400,2400,5
google/mt5-large,meronymy_low,Hypernymy\Low\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.3004032258064516,0.01456261499632924,0.22782258064516128,0.013323554568901394,992,992,5
google/mt5-large,meronymy_medium,Hypernymy\Low\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.30733333333333335,0.011916978642131138,0.26,0.011329264531434308,1500,1500,5
google/mt5-large,meronymy_mono,Hypernymy\Low\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.424,0.03131803437491615,0.176,0.02413349752545711,250,250,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_high,Hypernymy\Low\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.7879166666666667,0.008345998261206244,0.78,0.008457529431520559,2400,2400,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_low,Hypernymy\Low\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.658,0.015008706182121726,0.667,0.014910846164229876,1000,1000,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_medium,Hypernymy\Low\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.732,0.01143989718040901,0.7833333333333333,0.010640659310800672,1500,1500,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_mono,Hypernymy\Low\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.884,0.02029342980308387,0.868,0.02145098082403809,250,250,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_high,Hypernymy\Low\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.70125,0.0093449131639903,0.6629166666666667,0.009651237099023628,2400,2400,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_low,Hypernymy\Low\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.5655241935483871,0.01574604782985797,0.5514112903225806,0.01579883885000548,992,992,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_medium,Hypernymy\Low\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.47333333333333333,0.012895869942232146,0.4693333333333333,0.012889936799075373,1500,1500,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_mono,Hypernymy\Low\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.904,0.018668961419477163,0.82,0.02434689065029353,250,250,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_high,Hypernymy\Low\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.7383333333333333,0.008973984497330143,0.7329166666666667,0.009033074015690427,2400,2400,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_low,Hypernymy\Low\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.524,0.015801065586651755,0.527,0.01579621855130262,1000,1000,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_medium,Hypernymy\Low\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.6146666666666667,0.012570058656192325,0.6626666666666666,0.01221170698805369,1500,1500,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_mono,Hypernymy\Low\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.88,0.020593600596839946,0.868,0.021450980824038103,250,250,5
Qwen/Qwen3-8B,hypernymy_high,Hypernymy\Low\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.7483333333333333,0.008860235590600556,0.7695833333333333,0.008597449780109416,2400,2400,5
Qwen/Qwen3-8B,hypernymy_low,Hypernymy\Low\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.568,0.015672320237336206,0.592,0.015549205052920673,1000,1000,5
Qwen/Qwen3-8B,hypernymy_medium,Hypernymy\Low\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.692,0.011924154350364261,0.74,0.01132926453143431,1500,1500,5
Qwen/Qwen3-8B,hypernymy_mono,Hypernymy\Low\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.868,0.0214509808240381,0.86,0.02198940964524027,250,250,5
google/gemma-3-1b-it,hypernymy_high,Hypernymy\Medium\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.61,0.009958228723006411,0.63375,0.009836320676970411,2400,2400,5
google/gemma-3-1b-it,hypernymy_low,Hypernymy\Medium\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.405,0.01553113699045304,0.402,0.015512467135715066,1000,1000,5
google/gemma-3-1b-it,hypernymy_medium,Hypernymy\Medium\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.5353333333333333,0.012881964150338793,0.5706666666666667,0.012784617545263777,1500,1500,5
google/gemma-3-1b-it,hypernymy_mono,Hypernymy\Medium\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.808,0.024960691989171998,0.812,0.0247603777277505,250,250,5
google/gemma-3-1b-it,meronymy_high,Hypernymy\Medium\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.5008333333333334,0.010208320041221635,0.4870833333333333,0.01020492732833829,2400,2400,5
google/gemma-3-1b-it,meronymy_low,Hypernymy\Medium\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.3800403225806452,0.015419125156073339,0.3639112903225806,0.015283393013872468,992,992,5
google/gemma-3-1b-it,meronymy_medium,Hypernymy\Medium\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.37133333333333335,0.01247933285175456,0.4013333333333333,0.012660309957688232,1500,1500,5
google/gemma-3-1b-it,meronymy_mono,Hypernymy\Medium\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.756,0.027217995464553175,0.704,0.02892893938837963,250,250,5
google/mt5-large,hypernymy_high,Hypernymy\Medium\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.4166666666666667,0.0100655532824917,0.3129166666666667,0.00946681588039243,2400,2400,5
google/mt5-large,hypernymy_low,Hypernymy\Medium\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.333,0.01491084616422986,0.237,0.013454070462577966,1000,1000,5
google/mt5-large,hypernymy_medium,Hypernymy\Medium\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.37733333333333335,0.012519574770236533,0.31866666666666665,0.01203503397765781,1500,1500,5
google/mt5-large,hypernymy_mono,Hypernymy\Medium\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.48,0.031660853408495185,0.396,0.030993197854577853,250,250,5
google/mt5-large,meronymy_high,Hypernymy\Medium\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.34375,0.00969707797099156,0.22875,0.008575570386944793,2400,2400,5
google/mt5-large,meronymy_low,Hypernymy\Medium\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.3004032258064516,0.01456261499632924,0.22782258064516128,0.013323554568901394,992,992,5
google/mt5-large,meronymy_medium,Hypernymy\Medium\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.30733333333333335,0.011916978642131138,0.26,0.011329264531434308,1500,1500,5
google/mt5-large,meronymy_mono,Hypernymy\Medium\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.424,0.03131803437491615,0.176,0.02413349752545711,250,250,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_high,Hypernymy\Medium\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.7879166666666667,0.008345998261206244,0.78,0.008457529431520559,2400,2400,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_low,Hypernymy\Medium\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.658,0.015008706182121726,0.667,0.014910846164229876,1000,1000,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_medium,Hypernymy\Medium\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.732,0.01143989718040901,0.7833333333333333,0.010640659310800672,1500,1500,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_mono,Hypernymy\Medium\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.884,0.02029342980308387,0.868,0.02145098082403809,250,250,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_high,Hypernymy\Medium\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.70125,0.0093449131639903,0.6629166666666667,0.009651237099023628,2400,2400,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_low,Hypernymy\Medium\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.5655241935483871,0.01574604782985797,0.5514112903225806,0.01579883885000548,992,992,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_medium,Hypernymy\Medium\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.47333333333333333,0.012895869942232146,0.4693333333333333,0.012889936799075373,1500,1500,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_mono,Hypernymy\Medium\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.904,0.018668961419477163,0.82,0.02434689065029353,250,250,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_high,Hypernymy\Medium\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.7383333333333333,0.008973984497330143,0.7329166666666667,0.009033074015690427,2400,2400,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_low,Hypernymy\Medium\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.524,0.015801065586651755,0.527,0.01579621855130262,1000,1000,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_medium,Hypernymy\Medium\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.6146666666666667,0.012570058656192325,0.6626666666666666,0.01221170698805369,1500,1500,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_mono,Hypernymy\Medium\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.88,0.020593600596839946,0.868,0.021450980824038103,250,250,5
Qwen/Qwen3-8B,hypernymy_high,Hypernymy\Medium\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.7483333333333333,0.008860235590600556,0.7695833333333333,0.008597449780109416,2400,2400,5
Qwen/Qwen3-8B,hypernymy_low,Hypernymy\Medium\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.568,0.015672320237336206,0.592,0.015549205052920673,1000,1000,5
Qwen/Qwen3-8B,hypernymy_medium,Hypernymy\Medium\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.692,0.011924154350364261,0.74,0.01132926453143431,1500,1500,5
Qwen/Qwen3-8B,hypernymy_mono,Hypernymy\Medium\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.868,0.0214509808240381,0.86,0.02198940964524027,250,250,5
google/gemma-3-1b-it,analogies_all,Hypernymy\Mixed\Gemma-3-1b-it.json,1752451607.4470053,1019.7617305275053,0.3675,0.00762400609045013,0.4005,0.0077485448625448615,4000,4000,5
google/gemma-3-1b-it,hypernymy_all,Hypernymy\Mixed\Gemma-3-1b-it.json,1752451607.4470053,1019.7617305275053,0.4605,0.007881971128291273,0.441,0.007851443261612752,4000,4000,5
google/gemma-3-1b-it,meronymy_all,Hypernymy\Mixed\Gemma-3-1b-it.json,1752451607.4470053,1019.7617305275053,0.4015,0.007751739150988108,0.333,0.007452626074670165,4000,4000,5
google/mt5-large,analogies_all,Hypernymy\Mixed\Google-mt5-large.json,1752491637.2499845,756.0853804536164,0.2735,0.007048890637171296,0.284,0.0071308282953694326,4000,4000,5
google/mt5-large,hypernymy_all,Hypernymy\Mixed\Google-mt5-large.json,1752491637.2499845,756.0853804536164,0.38625,0.007699354153992134,0.293,0.007197270328051312,4000,4000,5
google/mt5-large,meronymy_all,Hypernymy\Mixed\Google-mt5-large.json,1752491637.2499845,756.0853804536164,0.31875,0.007368899819249652,0.2215,0.0065665986290004835,4000,4000,5
meta-llama/Llama-3.1-8B-Instruct,analogies_all,Hypernymy\Mixed\Llama-3.1-8B-Instruct.json,1752499548.6365058,1899.3147991076112,0.496,0.007906429529628282,0.5095,0.007905255262493915,4000,4000,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_all,Hypernymy\Mixed\Llama-3.1-8B-Instruct.json,1752499548.6365058,1899.3147991076112,0.70075,0.007241406553095682,0.69525,0.007278915099536364,4000,4000,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_all,Hypernymy\Mixed\Llama-3.1-8B-Instruct.json,1752499548.6365058,1899.3147991076112,0.5915,0.007773161712633364,0.547,0.007871673317040202,4000,4000,5
mistralai/Mistral-7B-Instruct-v0.3,analogies_all,Hypernymy\Mixed\Mistral-7B-Instruct-v0.3.json,1752502396.6335452,2042.99693417456,0.44575,0.007860005044198249,0.47275,0.00789493140315151,4000,4000,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_all,Hypernymy\Mixed\Mistral-7B-Instruct-v0.3.json,1752502396.6335452,2042.99693417456,0.618,0.007683342920865466,0.6025,0.0077387602109382425,4000,4000,5
mistralai/Mistral-7B-Instruct-v0.3,meronymy_all,Hypernymy\Mixed\Mistral-7B-Instruct-v0.3.json,1752502396.6335452,2042.99693417456,0.50275,0.007906562958040155,0.44775,0.00786339256368734,4000,4000,5
Qwen/Qwen3-8B,analogies_all,Hypernymy\Mixed\Qwen3-8B.json,1752489418.3087704,2192.0517944255844,0.46125,0.007882902029779355,0.4875,0.00790421132303259,4000,4000,5
Qwen/Qwen3-8B,hypernymy_all,Hypernymy\Mixed\Qwen3-8B.json,1752489418.3087704,2192.0517944255844,0.6655,0.0074609888143945605,0.67125,0.007428469217390986,4000,4000,5
Qwen/Qwen3-8B,meronymy_all,Hypernymy\Mixed\Qwen3-8B.json,1752489418.3087704,2192.0517944255844,0.543,0.007877389371855838,0.51425,0.00790347079374944,4000,4000,5
google/gemma-3-1b-it,hypernymy_high,Hypernymy\Monolingual_EN\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.61,0.009958228723006411,0.63375,0.009836320676970411,2400,2400,5
google/gemma-3-1b-it,hypernymy_low,Hypernymy\Monolingual_EN\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.405,0.01553113699045304,0.402,0.015512467135715066,1000,1000,5
google/gemma-3-1b-it,hypernymy_medium,Hypernymy\Monolingual_EN\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.5353333333333333,0.012881964150338793,0.5706666666666667,0.012784617545263777,1500,1500,5
google/gemma-3-1b-it,hypernymy_mono,Hypernymy\Monolingual_EN\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.808,0.024960691989171998,0.812,0.0247603777277505,250,250,5
google/gemma-3-1b-it,meronymy_high,Hypernymy\Monolingual_EN\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.5008333333333334,0.010208320041221635,0.4870833333333333,0.01020492732833829,2400,2400,5
google/gemma-3-1b-it,meronymy_low,Hypernymy\Monolingual_EN\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.3800403225806452,0.015419125156073339,0.3639112903225806,0.015283393013872468,992,992,5
google/gemma-3-1b-it,meronymy_medium,Hypernymy\Monolingual_EN\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.37133333333333335,0.01247933285175456,0.4013333333333333,0.012660309957688232,1500,1500,5
google/gemma-3-1b-it,meronymy_mono,Hypernymy\Monolingual_EN\Gemma-3-1b-it.json,1752442723.2802923,870.2598905749619,0.756,0.027217995464553175,0.704,0.02892893938837963,250,250,5
google/mt5-large,hypernymy_high,Hypernymy\Monolingual_EN\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.4166666666666667,0.0100655532824917,0.3129166666666667,0.00946681588039243,2400,2400,5
google/mt5-large,hypernymy_low,Hypernymy\Monolingual_EN\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.333,0.01491084616422986,0.237,0.013454070462577966,1000,1000,5
google/mt5-large,hypernymy_medium,Hypernymy\Monolingual_EN\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.37733333333333335,0.012519574770236533,0.31866666666666665,0.01203503397765781,1500,1500,5
google/mt5-large,hypernymy_mono,Hypernymy\Monolingual_EN\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.48,0.031660853408495185,0.396,0.030993197854577853,250,250,5
google/mt5-large,meronymy_high,Hypernymy\Monolingual_EN\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.34375,0.00969707797099156,0.22875,0.008575570386944793,2400,2400,5
google/mt5-large,meronymy_low,Hypernymy\Monolingual_EN\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.3004032258064516,0.01456261499632924,0.22782258064516128,0.013323554568901394,992,992,5
google/mt5-large,meronymy_medium,Hypernymy\Monolingual_EN\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.30733333333333335,0.011916978642131138,0.26,0.011329264531434308,1500,1500,5
google/mt5-large,meronymy_mono,Hypernymy\Monolingual_EN\Google-mt5-large.json,1752448885.5298862,630.675122144632,0.424,0.03131803437491615,0.176,0.02413349752545711,250,250,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_high,Hypernymy\Monolingual_EN\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.7879166666666667,0.008345998261206244,0.78,0.008457529431520559,2400,2400,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_low,Hypernymy\Monolingual_EN\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.658,0.015008706182121726,0.667,0.014910846164229876,1000,1000,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_medium,Hypernymy\Monolingual_EN\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.732,0.01143989718040901,0.7833333333333333,0.010640659310800672,1500,1500,5
meta-llama/Llama-3.1-8B-Instruct,hypernymy_mono,Hypernymy\Monolingual_EN\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.884,0.02029342980308387,0.868,0.02145098082403809,250,250,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_high,Hypernymy\Monolingual_EN\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.70125,0.0093449131639903,0.6629166666666667,0.009651237099023628,2400,2400,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_low,Hypernymy\Monolingual_EN\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.5655241935483871,0.01574604782985797,0.5514112903225806,0.01579883885000548,992,992,5
